"filename", "language", "JSON", "Ini", "JavaScript", "XML", "CSS", "HTML", "comment", "blank", "total"
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\reducers\index.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\serviceWorker.js", "JavaScript", 0, 0, 94, 0, 0, 0, 31, 13, 138
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\validation\isEmpty.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 2, 8
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\bottomnavbar\Account.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\bottomnavbar\Cart.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\bottomnavbar\Forum.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\bottomnavbar\Home.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\bottomnavbar\Location.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\bottomnavbar\Search.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\browse.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\create.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\main-page-lines.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\material icons\build-24px(1).svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\material icons\filter_list-24px (1).svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\material icons\home-24px(2).svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\material icons\logout.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\material icons\map-24px.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\material icons\menu-24px.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\material icons\search-24px (1).svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\material icons\shopping_cart-24px.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 65steam.svg", "XML", 0, 0, 0, 32, 0, 0, 0, 1, 33
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 82steam.svg", "XML", 0, 0, 0, 30, 0, 0, 0, 1, 31
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 84steam.svg", "XML", 0, 0, 0, 24, 0, 0, 0, 1, 25
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 85steam.svg", "XML", 0, 0, 0, 23, 0, 0, 0, 1, 24
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 86steam.svg", "XML", 0, 0, 0, 90, 0, 0, 0, 1, 91
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 87steam.svg", "XML", 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 88steam.svg", "XML", 0, 0, 0, 24, 0, 0, 0, 1, 25
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 89steam.svg", "XML", 0, 0, 0, 23, 0, 0, 0, 1, 24
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 90steam.svg", "XML", 0, 0, 0, 49, 0, 0, 0, 1, 50
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 91steam.svg", "XML", 0, 0, 0, 59, 0, 0, 0, 1, 60
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 92steam.svg", "XML", 0, 0, 0, 37, 0, 0, 0, 1, 38
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 93steam.svg", "XML", 0, 0, 0, 22, 0, 0, 0, 1, 23
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 94steam.svg", "XML", 0, 0, 0, 23, 0, 0, 0, 1, 24
"c:\Users\vishn\Desktop\testlocal\automoto-react\customer\src\vector-icons\steam service cards\Group 95steam.svg", "XML", 0, 0, 0, 25, 0, 0, 0, 1, 26
"Total", "-", 17632, 14, 6550, 2969, 4482, 551, 627, 1021, 33846
